สถาบัน,วิทยาเขต,รหัสหลักสูตร,รหัสสาขา,รหัส โครงการ,คณะ,หลักสูตร,รายละเอียด,สาขา/ วิชาเอก,รหัสรับ ร่วม,รับ,สมัคร,ผ่าน,คะแนนสูงสุด,คะแนนต่ำสุด
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,B,P2718,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกประถมศึกษา เลือกสอบวิชาสังคม ศึกษา,ประถมศึกษา,2731,32,430,12,75.8214,73.8500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,B,P2719,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกประถมศึกษา เลือกสอบวิชา คณิตศาสตร์ประยุก์ต2,ประถมศึกษา,2731,32,218,20,85.0587,73.8875
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2720,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกคณิตศาสตร์,มัธยมศึกษา,0,48,223,48,72.7394,58.4500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2721,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกฟิสิกส์,มัธยมศึกษา,0,10,65,10,58.9888,43.4374
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2722,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกเคมี,มัธยมศึกษา,0,19,112,19,65.1232,49.1596
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2723,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกชีววิทยา,มัธยมศึกษา,0,18,127,18,75.1006,55.4436
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2724,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกวิทยาศาสต์รทั่วไป,มัธยมศึกษา,0,19,396,19,74.3450,60.1980
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2725,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และ สังคมศาสตร)์ วิชาเอกภาษาอังกฤษ,มัธยมศึกษา,0,11,298,11,92.3118,87.2328
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2726,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และ สังคมศาสตร)์ วิชาเอกภาษาจีน,มัธยมศึกษา,0,8,119,8,83.3280,75.2058
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2727,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และ สังคมศาสตร)์ วิชาเอกสังคมศึกษา เลือกสอบวิชาสังคม ศึกษา,มัธยมศึกษา,0,17,207,17,77.9382,72.5900
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,C,P2728,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และ สังคมศาสตร)์ วิชาเอกภาษาไทย,มัธยมศึกษา,0,13,109,13,84.4902,77.9286
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,G,P2734,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกธุรกิจศึกษา,ธุรกิจและ อาชีวศึกษา,0,30,31,16,64.1955,50.3509
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,H,P2729,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกเทคโนโลียการศึกษา เลือกสอบ วิชาคณิตศาสต์รประยุก์ต1,เทคโนโลียการศึกษา,2732,5,26,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,H,P2730,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกเทคโนโลียการศึกษา เลือกสอบ วิชาคณิตศาสต์รประยุก์ต2,เทคโนโลียการศึกษา,2732,5,82,5,83.7733,73.6353
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,H,P2731,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกคอมพิวเตอ์รการศึกษา,เทคโนโลียการศึกษา,0,7,146,7,71.6198,63.1723
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,I,P2735,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการ ปรึกษาและแนะแนว เลือกสอบวิชา ภาษาไทย,จิตวิทยา การปรึกษา การแนะ แนวและ การศึกษา พิเศษ,2734,9,347,7,83.2926,77.4224
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,I,P2736,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการ ปรึกษาและแนะแนว เลือกสอบวิชาสังคม ศึกษา,จิตวิทยา การปรึกษา การแนะ แนวและ การศึกษา พิเศษ,2734,9,120,0,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,I,P2737,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการ ปรึกษาและแนะแนว เลือกสอบวิชา คณิตศาสตร์ประยุก์ต2,จิตวิทยา การปรึกษา การแนะ แนวและ การศึกษา พิเศษ,2734,9,78,2,81.6803,78.6556
